Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Model-based hand pose estimation via spatial-temporal hand parsing and 3D fingertip localization","The Visual Computer","","29","6 - 8","10.1007/s00371-013-0822-4","Hui LiangJunsong YuanDaniel ThalmannZhengyou Zhang","2013","http://link.springer.com/article/10.1007/s00371-013-0822-4","Article"
"Combining hidden Markov model and fuzzy neural network for continuous recognition of complex dynamic gestures","The Visual Computer","","33","10","10.1007/s00371-015-1147-2","Huiyue WuJianmin WangXiaolong Zhang","2017","http://link.springer.com/article/10.1007/s00371-015-1147-2","Article"
"Cultural consequences of computing technology","AI & SOCIETY","","28","1","10.1007/s00146-012-0398-y","Daniel Memmi","2013","http://link.springer.com/article/10.1007/s00146-012-0398-y","Article"
"Availability modeling and analysis of a disaster-recovery-as-a-service solution","Computing","","99","10","10.1007/s00607-017-0539-8","Ermeson AndradeBruno NogueiraRubens MatosGustavo CallouPaulo Maciel","2017","http://link.springer.com/article/10.1007/s00607-017-0539-8","Article"
"A hybrid approach of topic model and matrix factorization based on two-step recommendation framework","Journal of Intelligent Information Systems","","44","3","10.1007/s10844-014-0334-3","Xiangyu ZhaoZhendong NiuWei ChenChongyang ShiKe NiuDonglei Liu","2015","http://link.springer.com/article/10.1007/s10844-014-0334-3","Article"
"Rank-based voting with inclusion relationship for accurate image search","The Visual Computer","","33","6 - 8","10.1007/s00371-017-1371-z","Jaehyeong ChoJae-Pil HeoTaeyoung KimBohyung HanSung-Eui Yoon","2017","http://link.springer.com/article/10.1007/s00371-017-1371-z","Article"
"Communities: with open-source software towards a vivacious civil society","AI & SOCIETY","","31","3","10.1007/s00146-015-0595-6","Norbert Jesse","2016","http://link.springer.com/article/10.1007/s00146-015-0595-6","Article"
"Knowledge discovery of customer purchasing intentions by plausible-frequent itemsets from uncertain data","Applied Intelligence","","43","3","10.1007/s10489-015-0669-7","Cheng-Hsiung WengTony Cheng-Kui Huang","2015","http://link.springer.com/article/10.1007/s10489-015-0669-7","Article"
"Affective evolutionary music composition with MetaCompose","Genetic Programming and Evolvable Machines","","18","4","10.1007/s10710-017-9307-y","Marco ScireaJulian TogeliusPeter EklundSebastian Risi","2017","http://link.springer.com/article/10.1007/s10710-017-9307-y","Article"
"Anti-unification for Unranked Terms and Hedges","Journal of Automated Reasoning","","52","2","10.1007/s10817-013-9285-6","Temur KutsiaJordi LevyMateu Villaret","2014","http://link.springer.com/article/10.1007/s10817-013-9285-6","Article"
"The role of the environment in agreement technologies","Artificial Intelligence Review","","39","1","10.1007/s10462-012-9388-1","Estefanía ArgenteOlivier BoissierCarlos CarrascosaNicoletta FornaraPeter McBurneyPablo NoriegaAlessandro RicciJordi Sabater-MirMichael Ignaz SchumacherCharalampos TampitsikasKuldar TaveterGiuseppe VizzariGeorge Vouros","2013","http://link.springer.com/article/10.1007/s10462-012-9388-1","Article"
"Using structural information for distributed recommendation in a social network","Applied Intelligence","","38","2","10.1007/s10489-012-0371-y","Somayeh KoohborfardhaghighiJuntae Kim","2013","http://link.springer.com/article/10.1007/s10489-012-0371-y","Article"
"Controllable procedural map generation via multiobjective evolution","Genetic Programming and Evolvable Machines","","14","2","10.1007/s10710-012-9174-5","Julian TogeliusMike PreussNicola BeumeSimon WessingJohan HagelbäckGeorgios N. YannakakisCorrado Grappiolo","2013","http://link.springer.com/article/10.1007/s10710-012-9174-5","Article"
"Semantic analysis and verification of context-driven adaptive applications in intelligent environments","Journal of Reliable Intelligent Environments","","2","2","10.1007/s40860-016-0019-5","Davy PreuveneersWouter Joosen","2016","http://link.springer.com/article/10.1007/s40860-016-0019-5","Article"
"Mining sequential patterns with periodic wildcard gaps","Applied Intelligence","","41","1","10.1007/s10489-013-0499-4","Youxi WuLingling WangJiadong RenWei DingXindong Wu","2014","http://link.springer.com/article/10.1007/s10489-013-0499-4","Article"
"A framework for interactive image color editing","The Visual Computer","","29","11","10.1007/s00371-012-0761-5","Przemyslaw MusialskiMing CuiJieping YeAnshuman RazdanPeter Wonka","2013","http://link.springer.com/article/10.1007/s00371-012-0761-5","Article"
"On evolvability and robustness in the matrix-GRT model","Genetic Programming and Evolvable Machines","","15","3","10.1007/s10710-014-9221-5","Uwe Tangen","2014","http://link.springer.com/article/10.1007/s10710-014-9221-5","Article"
"Obstacle detection and warning system for visually impaired people based on electrode matrix and mobile Kinect","Vietnam Journal of Computer Science","","4","2","10.1007/s40595-016-0075-z","Van-Nam HoangThanh-Huong NguyenThi-Lan LeThanh-Hai TranTan-Phu VuongNicolas Vuillerme","2017","http://link.springer.com/article/10.1007/s40595-016-0075-z","Article"
"Theia: a tool for the forensic analysis of mobile devices pictures","Computing","","98","12","10.1007/s00607-015-0482-5","Ana Lucila Sandoval OrozcoJocelin Rosales CorripioDavid Manuel Arenas GonzálezLuis Javier García VillalbaJulio Hernandez-Castro","2016","http://link.springer.com/article/10.1007/s00607-015-0482-5","Article"
"Ontology Change Management and Identification of Change Patterns","Journal on Data Semantics","","2","2 - 3","10.1007/s13740-013-0024-2","Muhammad JavedYalemisew M. AbgazClaus Pahl","2013","http://link.springer.com/article/10.1007/s13740-013-0024-2","Article"
"Speaky for robots: the development of vocal interfaces for robotic applications","Applied Intelligence","","44","1","10.1007/s10489-015-0695-5","Emanuele BastianelliDaniele NardiLuigia Carlucci AielloFabrizio GiacomelliNicolamaria Manes","2016","http://link.springer.com/article/10.1007/s10489-015-0695-5","Article"
"Smart places: Multi-agent based smart mobile virtual community management system","Applied Intelligence","","41","4","10.1007/s10489-014-0569-2","Muhammad FahadOlivier BoissierPierre MaretNejib MoallaChristophe Gravier","2014","http://link.springer.com/article/10.1007/s10489-014-0569-2","Article"
"Evolutionary design of complex approximate combinational circuits","Genetic Programming and Evolvable Machines","","17","2","10.1007/s10710-015-9257-1","Zdenek VasicekLukas Sekanina","2016","http://link.springer.com/article/10.1007/s10710-015-9257-1","Article"
"Autonomic power management with self-healing in server clusters under QoS constraints","Computing","","98","9","10.1007/s00607-015-0477-2","Joaquín EntrialgoRamón MedranoDaniel Fernando GarcíaJavier García","2016","http://link.springer.com/article/10.1007/s00607-015-0477-2","Article"
"An accelerated PSO for query expansion in web information retrieval: application to medical dataset","Applied Intelligence","","47","3","10.1007/s10489-017-0924-1","Ilyes KhennakHabiba Drias","2017","http://link.springer.com/article/10.1007/s10489-017-0924-1","Article"
"U-cities reshaping our future: reflections on ubiquitous infrastructure as an enabler of smart urban development","AI & SOCIETY","","28","4","10.1007/s00146-013-0443-5","Ari-Veikko Anttiroiko","2013","http://link.springer.com/article/10.1007/s00146-013-0443-5","Article"
"Fractional-Order Embedding Supervised Canonical Correlations Analysis with Applications to Feature Extraction and Recognition","Neural Processing Letters","","45","1","10.1007/s11063-016-9524-z","Hong-Kun JiQuan-Sen SunYun-Hao YuanZe-Xuan Ji","2017","http://link.springer.com/article/10.1007/s11063-016-9524-z","Article"
"Multi levels semantic architecture for multimodal interaction","Applied Intelligence","","38","4","10.1007/s10489-012-0387-3","Sébastien DourlensAmar Ramdane-CherifEric Monacelli","2013","http://link.springer.com/article/10.1007/s10489-012-0387-3","Article"
"Group mosquito host-seeking algorithm","Applied Intelligence","","44","3","10.1007/s10489-015-0718-2","Xiang FengXiaoting LiuHuiqun Yu","2016","http://link.springer.com/article/10.1007/s10489-015-0718-2","Article"
"Efficient solutions for joint activity based security games: fast algorithms, results and a field experiment on a transit system","Autonomous Agents and Multi-Agent Systems","","29","5","10.1007/s10458-014-9270-4","Francesco Maria Delle FaveEric ShiehManish JainAlbert Xin JiangHeather RosoffMilind TambeJohn P. Sullivan","2015","http://link.springer.com/article/10.1007/s10458-014-9270-4","Article"
"Percentage of human-occupied areas for fall detection from two views","The Visual Computer","","33","12","10.1007/s00371-016-1296-y","Mikaël A. MousseCina MotamedEugène C. Ezin","2017","http://link.springer.com/article/10.1007/s00371-016-1296-y","Article"
"Smart home in a box: usability study for a large scale self-installation of smart home technologies","Journal of Reliable Intelligent Environments","","2","2","10.1007/s40860-016-0021-y","Yang HuDominique TilkeTaylor AdamsAaron S. CrandallDiane J. CookMaureen Schmitter-Edgecombe","2016","http://link.springer.com/article/10.1007/s40860-016-0021-y","Article"
"Understanding Sybil Groups in the Wild","Journal of Computer Science and Technology","","30","6","10.1007/s11390-015-1602-6","Jing JiangZi-Fei ShanXiao WangLi ZhangYa-Fei Dai","2015","http://link.springer.com/article/10.1007/s11390-015-1602-6","Article"
"Detecting plagiarized mobile apps using API birthmarks","Automated Software Engineering","","23","4","10.1007/s10515-015-0182-6","Daeyoung KimAmruta GokhaleVinod GanapathyAbhinav Srivastava","2016","http://link.springer.com/article/10.1007/s10515-015-0182-6","Article"
"Salient object detection in complex scenes via D-S evidence theory based region classification","The Visual Computer","","33","11","10.1007/s00371-016-1288-y","Chunlei YangJiexin PuYongsheng DongZhonghua LiuLingfei LiangXiaohong Wang","2017","http://link.springer.com/article/10.1007/s00371-016-1288-y","Article"
"Dynamic skin deformation simulation using musculoskeletal model and soft tissue dynamics","Computational Visual Media","","3","1","10.1007/s41095-016-0065-1","Akihiko MuraiQ. Youn HongKatsu YamaneJessica K. Hodgins","2017","http://link.springer.com/article/10.1007/s41095-016-0065-1","Article"
"Three robust features extraction approaches for facial gender classification","The Visual Computer","","30","1","10.1007/s00371-013-0774-8","Mohamed Abdou Berbar","2014","http://link.springer.com/article/10.1007/s00371-013-0774-8","Article"
"6 Years of SMT-COMP","Journal of Automated Reasoning","","50","3","10.1007/s10817-012-9246-5","Clark BarrettMorgan DetersLeonardo de MouraAlbert OliverasAaron Stump","2013","http://link.springer.com/article/10.1007/s10817-012-9246-5","Article"
"Online robust action recognition based on a hierarchical model","The Visual Computer","","30","9","10.1007/s00371-014-0923-8","Xinbo JiangFan ZhongQunsheng PengXueying Qin","2014","http://link.springer.com/article/10.1007/s00371-014-0923-8","Article"
"Parameter control and hybridization techniques in differential evolution: a survey","Artificial Intelligence Review","","45","4","10.1007/s10462-015-9452-8","Elena-Niculina DragoiVlad Dafinescu","2016","http://link.springer.com/article/10.1007/s10462-015-9452-8","Article"
"Multi-objective evolutionary algorithm based on decision space partition and its application in hybrid power system optimisation","Applied Intelligence","","46","4","10.1007/s10489-016-0864-1","Guanci YangAnsi ZhangShaobo LiYang WangYunan WangQingsheng XieLing He","2017","http://link.springer.com/article/10.1007/s10489-016-0864-1","Article"
"Light mixture intrinsic image decomposition based on a single RGB-D image","The Visual Computer","","32","6 - 8","10.1007/s00371-016-1238-8","Guanyu XingYanli LiuWanfa ZhangHaibin Ling","2016","http://link.springer.com/article/10.1007/s00371-016-1238-8","Article"
"Smart cities in the new service economy: building platforms for smart services","AI & SOCIETY","","29","3","10.1007/s00146-013-0464-0","Ari-Veikko AnttiroikoPekka ValkamaStephen J. Bailey","2014","http://link.springer.com/article/10.1007/s00146-013-0464-0","Article"
"Change point detection for burst analysis from an observed information diffusion sequence of tweets","Journal of Intelligent Information Systems","","44","2","10.1007/s10844-013-0283-2","Kazumi SaitoKouzou OharaMasahiro KimuraHiroshi Motoda","2015","http://link.springer.com/article/10.1007/s10844-013-0283-2","Article"
"A forecasting method of forest pests based on the rough set and PSO-BP neural network","Neural Computing and Applications","","25","7 - 8","10.1007/s00521-014-1658-1","Tiecheng BaiHongbing MengJianghe Yao","2014","http://link.springer.com/article/10.1007/s00521-014-1658-1","Article"
"Algorithms and criteria for diversification of news article comments","Journal of Intelligent Information Systems","","44","1","10.1007/s10844-014-0328-1","Giorgos GiannopoulosMarios KoniarisIngmar WeberAlejandro JaimesTimos Sellis","2015","http://link.springer.com/article/10.1007/s10844-014-0328-1","Article"
"Cyberculture, symbiosis, and syncretism","AI & SOCIETY","","","","10.1007/s00146-017-0715-6","Luís Moniz Pereira","2017","http://link.springer.com/article/10.1007/s00146-017-0715-6","Article"
"Cooperative exploration based on supervisory control of multi-robot systems","Applied Intelligence","","45","1","10.1007/s10489-015-0741-3","Xuefeng DaiLaihao JiangYan Zhao","2016","http://link.springer.com/article/10.1007/s10489-015-0741-3","Article"
"The path of least resistance","KI - Künstliche Intelligenz","","31","2","10.1007/s13218-016-0472-6","Manuel MüllerChristina OhmFlorin SchwappachBernd Ludwig","2017","http://link.springer.com/article/10.1007/s13218-016-0472-6","Article"
